CLASS_NAME	PERSON_FULL_NAME	BEGIN_HH_TIME	SECTION_END_DATE	AVAIL_SEAT	DAY_CODE	BLDG_CODE	BEGIN_MM_TIME	FK_CDI_INSTR_TYPE	FK_SPM_SPCL_MTG_CD	COUNT_ON_WAITLIST	END_HH_TIME	PRIMARY_INSTR_FLAG	LONG_DESC	END_MM_TIME	SECTION_START_DATE	STP_ENRLT_FLAG	SCTN_ENRLT_QTY	START_DATE	ROOM_CODE	SECTION_NUMBER	SECT_CODE	BEFORE_DESC	SCTN_CPCTY_QTY	FK_SST_SCTN_STATCD
SOCG 299	Zamosc, Leon	0	2017-12-08	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	0	 	TBA	913731	028	 	9999	AC	
SOCG 299	Madsen, Richard P.	0	2017-12-08	9997	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	2	 	TBA	918812	029	 	9999	AC	
SOCG 500	Skrentny, John David	0	2017-12-08	9995	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	4	 	TBA	913732	001	 	9999	AC	
SOCG 500	Sutton, April Marie	0	2017-12-08	9997	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	2	 	TBA	913733	002	 	9999	AC	
SOCG 500	Goldman, Harvey Stern	0	2017-12-08	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	0	 	TBA	913734	003	 	9999	AC	
SOCG 500	Tirshfield, Jeffrey T	0	2017-12-08	9998	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	1	 	TBA	928036	004	 	9999	AC	
SOCG 500	Rogers, Julia Ellen	0	2017-12-08	9998	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	1	 	TBA	928037	005	 	9999	AC	
SOCG 500	Pardo Guerra, Juan Pablo	0	2017-12-08	9998	 	TBA	0	IN	TBA	0	0	Y	                              	0	2017-09-28	N	1	 	TBA	928135	006	 	9999	AC	
SOCI 1	Skrentny, John David	16	2017-12-08	0	1	HSS  	0	DI	  	0	16	Y	                              	50	2017-09-28	N	32	2017-09-28	1315 	913619	A01	 	32	AC	
SOCI 1	Skrentny, John David	17	2017-12-08	0	1	HSS  	0	DI	  	1	17	Y	                              	50	2017-09-28	Y	32	2017-09-28	1315 	913620	A02	 	32	AC	
SOCI 1	Skrentny, John David	15	2017-12-08	0	3	HSS  	0	DI	  	1	15	Y	                              	50	2017-09-28	Y	32	2017-09-28	1315 	913623	A05	 	32	AC	
SOCI 1	Skrentny, John David	16	2017-12-08	0	3	HSS  	0	DI	  	1	16	Y	                              	50	2017-09-28	Y	32	2017-09-28	1315 	913624	A06	 	32	AC	
SOCI 1	Skrentny, John David	11	2017-12-08	0	5	CENTR	0	DI	  	0	11	Y	                              	50	2017-09-28	N	32	2017-09-28	220  	913625	A07	 	32	AC	
SOCI 1	Skrentny, John David	12	2017-12-08	0	5	CENTR	0	DI	  	0	12	Y	                              	50	2017-09-28	N	32	2017-09-28	220  	913626	A08	 	32	AC	
SOCI 1	Skrentny, John David	16	2017-12-08	0	1	SSB  	0	DI	  	0	16	Y	                              	50	2017-09-28	N	32	2017-09-28	101  	925512	A09	 	32	AC	
SOCI 1	Skrentny, John David	17	2017-12-08	0	1	SSB  	0	DI	  	1	17	Y	                              	50	2017-09-28	Y	32	2017-09-28	101  	925513	A10	 	32	AC	
SOCI 1	Skrentny, John David	14	2017-12-08	256	24	CENTR	0	LE	  	0	15	Y	                              	20	2017-09-28	N	0	2017-09-28	101  	913618	A00	 	256	NC	
SOCI 1	Skrentny, John David	15	2017-12-08	256	4	CENTR	0	LE	FI	0	17	Y	                              	59	2017-09-28	N	0	2017-12-14	101  	913618	A00	 	256	NC	
SOCI 60	Sutton, April Marie	12	2017-12-08	1	1	CENTR	0	DI	  	1	12	Y	                              	50	2017-09-28	Y	29	2017-09-28	220  	913628	A01	 	30	AC	
SOCI 60	Sutton, April Marie	13	2017-12-08	0	1	CENTR	0	DI	  	5	13	Y	                              	50	2017-09-28	Y	30	2017-09-28	220  	913629	A02	 	30	AC	
SOCI 60	Sutton, April Marie	9	2017-12-08	0	4	SSB  	0	DI	  	2	9	Y	                              	50	2017-09-28	Y	30	2017-09-28	101  	913630	A03	 	30	AC	
SOCI 60	Sutton, April Marie	10	2017-12-08	0	4	SSB  	0	DI	  	3	10	Y	                              	50	2017-09-28	Y	30	2017-09-28	101  	913631	A04	 	30	AC	
SOCI 60	Sutton, April Marie	12	2017-12-08	4	1	SSB  	0	DI	  	0	12	Y	                              	50	2017-09-28	N	22	2017-09-28	101  	925514	A05	 	26	AC	
SOCI 60	Sutton, April Marie	14	2017-12-08	146	135	CENTR	0	LE	  	0	14	Y	                              	50	2017-09-28	N	0	2017-09-28	105  	913627	A00	 	146	NC	
SOCI 60	Sutton, April Marie	15	2017-12-08	146	3	CENTR	0	LE	FI	0	17	Y	                              	59	2017-09-28	N	0	2017-12-13	105  	913627	A00	 	146	NC	
SOCI 70	Tirshfield, Jeffrey T	16	2017-12-08	0	3	YORK 	0	DI	  	5	16	Y	                              	50	2017-09-28	Y	30	2017-09-28	4080A	918874	A01	 	30	AC	
SOCI 70	Tirshfield, Jeffrey T	17	2017-12-08	0	3	YORK 	0	DI	  	3	17	Y	                              	50	2017-09-28	Y	30	2017-09-28	4080A	918875	A02	 	30	AC	
SOCI 70	Tirshfield, Jeffrey T	15	2017-12-08	60	135	CSB  	0	LE	  	0	15	Y	                              	50	2017-09-28	N	0	2017-09-28	002  	918873	A00	 	60	NC	
SOCI 70	Tirshfield, Jeffrey T	15	2017-12-08	60	5	CSB  	0	LE	FI	0	17	Y	                              	59	2017-09-28	N	0	2017-12-15	002  	918873	A00	 	60	NC	
SOCI 87	Evans, Ivan T	11	2017-12-08	0	4	ERCA 	0	SE	  	2	12	Y	Globalization and Childhood   	50	2017-09-28	Y	20	2017-09-28	201  	919339	A00	 	20	AC	
SOCI 100	Goldman, Harvey Stern	14	2017-12-08	0	1	CENTR	0	DI	  	2	14	Y	                              	50	2017-09-28	Y	25	2017-09-28	217B 	913633	A01	 	25	AC	
SOCI 100	Goldman, Harvey Stern	15	2017-12-08	0	1	CENTR	0	DI	  	2	15	Y	                              	50	2017-09-28	Y	25	2017-09-28	217B 	913634	A02	 	25	AC	
SOCI 100	Goldman, Harvey Stern	9	2017-12-08	0	5	CENTR	0	DI	  	1	9	Y	                              	50	2017-09-28	Y	25	2017-09-28	220  	913635	A03	 	25	AC	
SOCI 100	Goldman, Harvey Stern	10	2017-12-08	0	5	CENTR	0	DI	  	1	10	Y	                              	50	2017-09-28	Y	25	2017-09-28	220  	913636	A04	 	25	AC	
SOCI 100	Goldman, Harvey Stern	15	2017-12-08	2	4	SSB  	0	DI	  	0	15	Y	                              	50	2017-09-28	N	21	2017-09-28	101  	921645	A05	 	23	AC	
SOCI 100	Goldman, Harvey Stern	16	2017-12-08	11	4	SSB  	0	DI	  	0	16	Y	                              	50	2017-09-28	N	12	2017-09-28	101  	921646	A06	 	23	AC	
SOCI 100	Goldman, Harvey Stern	12	2017-12-08	146	135	CENTR	0	LE	  	0	12	Y	                              	50	2017-09-28	N	0	2017-09-28	105  	913632	A00	 	146	NC	
SOCI 100	Goldman, Harvey Stern	11	2017-12-08	146	4	CENTR	30	LE	FI	0	14	Y	                              	29	2017-09-28	N	0	2017-12-14	105  	913632	A00	 	146	NC	
SOCI 102	Mayorova, Olga	10	2017-12-08	19	135	ERCA 	0	LE	  	0	10	Y	                              	50	2017-09-28	N	11	2017-09-28	117  	918938	A00	 	30	AC	
SOCI 102	Mayorova, Olga	8	2017-12-08	19	5	ERCA 	0	LE	FI	0	10	Y	                              	59	2017-09-28	N	11	2017-12-15	117  	918938	A00	 	30	AC	
SOCI 104	McVey, Cristin M	13	2017-12-08	3	1	SSB  	0	LE	  	0	15	Y	                              	50	2017-09-28	N	24	2017-09-28	101  	918867	B00	 	27	AC	
SOCI 104	McVey, Cristin M	11	2017-12-08	3	1	SSB  	30	LE	FI	0	14	Y	                              	29	2017-09-28	N	24	2017-12-11	101  	918867	B00	 	27	AC	
SOCI 104	Staff	0	2017-12-08	0	 	TBA	0	LE	TBA	0	0	 	                              	0	2017-09-28	N	0	 	TBA	913637	A00	AC                            	0	CA	
SOCI 105	Jules-Rosette, Bennetta W.	14	2017-12-08	17	4	MCC  	0	LA	  	0	16	Y	                              	20	2017-09-28	N	8	2017-09-28	221  	913639	A01	 	25	AC	
SOCI 105	Jules-Rosette, Bennetta W.	15	2017-12-08	25	3	SSB  	0	SE	  	0	17	Y	                              	50	2017-09-28	N	0	2017-09-28	101  	913638	A00	 	25	NC	
SOCI 110	Binder, Amy	14	2017-12-08	16	2	SSB  	0	LE	  	0	16	Y	                              	50	2017-09-28	N	14	2017-09-28	101  	913640	A00	 	30	AC	
SOCI 113	Rogers, Julia Ellen	12	2017-12-08	77	24	PCYNH	30	LE	  	0	13	Y	                              	50	2017-09-28	N	103	2017-09-28	106  	913641	A00	 	180	AC	
SOCI 113	Rogers, Julia Ellen	11	2017-12-08	77	5	PCYNH	30	LE	FI	0	14	Y	                              	29	2017-09-28	N	103	2017-12-15	106  	913641	A00	 	180	AC	
SOCI 115	Sutton, April Marie	16	2017-12-08	49	135	PETER	0	LE	  	0	16	Y	                              	50	2017-09-28	N	21	2017-09-28	102  	913642	A00	 	70	AC	
SOCI 115	Sutton, April Marie	15	2017-12-08	49	2	PETER	0	LE	FI	0	17	Y	                              	59	2017-09-28	N	21	2017-12-12	102  	913642	A00	 	70	AC	
SOCI 117	Gallagher-Geurtsen, Tricia Meghan	12	2017-12-08	3	1	     	0	DI	  	0	12	Y	                              	50	2017-09-28	N	57	2017-09-28	     	913644	A01	 	60	AC	
SOCI 117	Chung, Luz Marina	13	2017-12-08	8	3	     	0	DI	  	0	13	Y	                              	50	2017-09-28	N	52	2017-09-28	     	913646	B01	 	60	AC	
SOCI 117	Gallagher-Geurtsen, Tricia Meghan	11	2017-12-08	60	24	CENTR	0	LE	  	0	12	Y	                              	20	2017-09-28	N	0	2017-09-28	214  	913643	A00	 	60	NC	
SOCI 117	Chung, Luz Marina	17	2017-12-08	60	24	CENTR	0	LE	  	0	18	Y	                              	20	2017-09-28	N	0	2017-09-28	214  	913645	B00	 	60	NC	
SOCI 118	Blair-Loy, Mary	12	2017-12-08	10	135	TM102	0	LE	  	0	12	Y	                              	50	2017-09-28	N	34	2017-09-28	1    	913647	A00	 	44	AC	
SOCI 118	Blair-Loy, Mary	11	2017-12-08	10	4	TM102	30	LE	FI	0	14	Y	                              	29	2017-09-28	N	34	2017-12-14	1    	913647	A00	 	44	AC	
SOCI 120T	Lampland, Martha	17	2017-12-08	43	24	CSB  	0	LE	  	0	18	Y	Just a Joke? The SOCI of Humor	20	2017-09-28	N	13	2017-09-28	004  	917858	A00	 	56	AC	
SOCI 120T	Lampland, Martha	19	2017-12-08	43	5	CSB  	0	LE	FI	0	21	Y	Just a Joke? The SOCI of Humor	59	2017-09-28	N	13	2017-12-15	004  	917858	A00	 	56	AC	
SOCI 121	Pardo Guerra, Juan Pablo	15	2017-12-08	0	24	PETER	30	LE	  	0	16	Y	                              	50	2017-09-28	N	82	2017-09-28	104  	913648	A00	 	82	AC	
SOCI 121	Pardo Guerra, Juan Pablo	15	2017-12-08	0	1	PETER	0	LE	FI	0	17	Y	                              	59	2017-09-28	N	82	2017-12-11	104  	913648	A00	 	82	AC	
SOCI 122	Lewis, Kevin Michael	9	2017-12-08	8	24	PETER	30	LE	  	0	10	Y	                              	50	2017-09-28	N	67	2017-09-28	104  	913649	A00	 	75	AC	
SOCI 122	Lewis, Kevin Michael	8	2017-12-08	8	4	PETER	0	LE	FI	0	10	Y	                              	59	2017-09-28	N	67	2017-12-14	104  	913649	A00	 	75	AC	
SOCI 125	Hercowitz-Amir, Adi	12	2017-12-08	2	24	CSB  	30	LE	  	0	13	Y	                              	50	2017-09-28	N	59	2017-09-28	005  	913650	A00	 	61	AC	
SOCI 125	Hercowitz-Amir, Adi	11	2017-12-08	2	5	CSB  	30	LE	FI	0	14	Y	                              	29	2017-09-28	N	59	2017-12-15	005  	913650	A00	 	61	AC	
SOCI 126	Binder, Amy	8	2017-12-08	70	24	CENTR	0	LE	  	0	9	Y	                              	20	2017-09-28	N	0	2017-09-28	214  	913651	A00	 	70	NC	
SOCI 126	Binder, Amy	8	2017-12-08	70	2	CENTR	0	LE	FI	0	10	Y	                              	59	2017-09-28	N	0	2017-12-12	214  	913651	A00	 	70	NC	
SOCI 126	Binder, Amy	0	2017-12-08	59	 	TBA	0	DI	TBA	0	0	Y	                              	0	2017-09-28	N	11	 	TBA	913652	A01	 	70	AC	
SOCI 141	Summers, Valerie R.	17	2017-12-08	39	1	CSB  	0	LE	  	0	19	Y	                              	50	2017-09-28	N	81	2017-09-28	001  	913653	A00	 	120	AC	
SOCI 141	Summers, Valerie R.	19	2017-12-08	39	4	CSB  	0	LE	FI	0	21	Y	                              	59	2017-09-28	N	81	2017-12-14	001  	913653	A00	 	120	AC	
SOCI 142	Schneider, Heidi L.	18	2017-12-08	38	24	WLH  	30	LE	  	0	19	Y	                              	50	2017-09-28	N	32	2017-09-28	2111 	913654	A00	 	70	AC	
SOCI 142	Schneider, Heidi L.	19	2017-12-08	38	2	WLH  	0	LE	FI	0	21	Y	                              	59	2017-09-28	N	32	2017-12-12	2111 	913654	A00	 	70	AC	
SOCI 144	Schneider, Heidi L.	15	2017-12-08	32	24	PCYNH	30	LE	  	0	16	Y	                              	50	2017-09-28	N	24	2017-09-28	120  	918364	A00	 	56	AC	
SOCI 144	Schneider, Heidi L.	15	2017-12-08	32	1	PCYNH	0	LE	FI	0	17	Y	                              	59	2017-09-28	N	24	2017-12-11	120  	918364	A00	 	56	AC	
SOCI 152	Nations, Jennifer M	9	2017-12-08	15	135	PETER	0	LE	  	0	9	Y	                              	50	2017-09-28	N	45	2017-09-28	103  	918382	A00	 	60	AC	
SOCI 152	Nations, Jennifer M	8	2017-12-08	15	3	PETER	0	LE	FI	0	10	Y	                              	59	2017-09-28	N	45	2017-12-13	103  	918382	A00	 	60	AC	
SOCI 160E	Ng, Kwai	9	2017-12-08	43	135	CSB  	0	LE	  	0	9	Y	                              	50	2017-09-28	N	37	2017-09-28	002  	913657	A00	 	80	AC	
SOCI 160E	Ng, Kwai	8	2017-12-08	43	3	CSB  	0	LE	FI	0	10	Y	                              	59	2017-09-28	N	37	2017-12-13	002  	913657	A00	 	80	AC	
SOCI 162	Patnode, Rene Nahele	11	2017-12-08	0	24	APM  	0	LE	  	0	12	Y	                              	20	2017-09-28	N	42	2017-09-28	2301 	918363	A00	 	42	AC	
SOCI 162	Patnode, Rene Nahele	11	2017-12-08	0	3	APM  	30	LE	FI	0	14	Y	                              	29	2017-09-28	N	42	2017-12-13	2301 	918363	A00	 	42	AC	
SOCI 163	Fitzgerald, David S	13	2017-12-08	43	135	WLH  	0	LE	  	0	13	Y	                              	50	2017-09-28	N	27	2017-09-28	2111 	913658	A00	 	70	AC	
SOCI 167	Thorpe, Charles Robert	11	2017-12-08	45	135	WLH  	0	LE	  	0	11	Y	                              	50	2017-09-28	N	11	2017-09-28	2205 	913659	A00	 	56	AC	
SOCI 167	Thorpe, Charles Robert	11	2017-12-08	45	2	WLH  	30	LE	FI	0	14	Y	                              	29	2017-09-28	N	11	2017-12-12	2205 	913659	A00	 	56	AC	
SOCI 168E	Lampland, Martha	14	2017-12-08	31	24	WLH  	0	LE	  	0	15	Y	                              	20	2017-09-28	N	9	2017-09-28	2208 	913660	A00	 	40	AC	
SOCI 168E	Lampland, Martha	15	2017-12-08	31	4	WLH  	0	LE	FI	0	17	Y	                              	59	2017-09-28	N	9	2017-12-14	2208 	913660	A00	 	40	AC	
SOCI 171	Thorpe, Charles Robert	9	2017-12-08	33	135	CSB  	0	LE	  	0	9	Y	                              	50	2017-09-28	N	11	2017-09-28	004  	913661	A00	 	44	AC	
SOCI 171	Thorpe, Charles Robert	8	2017-12-08	33	3	CSB  	0	LE	FI	0	10	Y	                              	59	2017-09-28	N	11	2017-12-13	004  	913661	A00	 	44	AC	
SOCI 188G	Patnode, Rene Nahele	17	2017-12-08	8	3	PETER	0	LE	  	0	19	Y	                              	50	2017-09-28	N	40	2017-09-28	104  	913665	A00	 	48	AC	
SOCI 188G	Patnode, Rene Nahele	19	2017-12-08	8	4	SEQUO	0	LE	FI	0	21	Y	                              	59	2017-09-28	N	40	2017-12-14	147  	913665	A00	 	48	AC	
SOCI 196A	Haydu, Jeffrey Miles	13	2017-12-08	3	3	SSB  	0	LE	  	0	15	Y	                              	50	2017-09-28	N	7	2017-09-28	414  	913666	A00	 	10	AC	
SOMC 220	Holm, Connie	0	2017-12-18	9861	 	TBA	0	LE	TBA	0	0	Y	                              	0	2017-08-14	N	138	 	TBA	921176	A00	 	9999	AC	
SOMC 220	Staff	0	2017-12-18	9999	 	TBA	0	SE	TBA	0	0	 	                              	0	2017-08-14	N	0	 	TBA	921177	A01	 	9999	NC	
SOMC 220	Staff	0	2017-12-18	9999	 	TBA	0	LA	TBA	0	0	 	                              	0	2017-08-14	N	0	 	TBA	921178	A50	 	9999	NC	
SOMC 221	Laiken, Nora D.	0	2017-12-18	9861	 	TBA	0	LE	TBA	0	0	Y	                              	0	2017-08-14	N	138	 	TBA	921179	A00	 	9999	AC	
SOMC 221	Staff	0	2017-12-18	9999	 	TBA	0	SE	TBA	0	0	 	                              	0	2017-08-14	N	0	 	TBA	921180	A01	 	9999	NC	
SOMC 221	Staff	0	2017-12-18	9999	 	TBA	0	LA	TBA	0	0	 	                              	0	2017-08-14	N	0	 	TBA	921181	A50	 	9999	NC	
SOMC 222	Powell, Frank L	0	2017-12-18	9861	 	TBA	0	LE	TBA	0	0	Y	                              	0	2017-08-14	N	138	 	TBA	921182	A00	 	9999	AC	
SOMC 222	Staff	0	2017-12-18	9999	 	TBA	0	SE	TBA	0	0	 	                              	0	2017-08-14	N	0	 	TBA	921183	A01	 	9999	NC	
SOMC 222	Staff	0	2017-12-18	9999	 	TBA	0	LA	TBA	0	0	 	                              	0	2017-08-14	N	0	 	TBA	921184	A50	 	9999	NC	
SOMC 223	Eckmann, Lars	0	2017-12-18	9861	 	TBA	0	LE	TBA	0	0	Y	                              	0	2017-08-14	N	138	 	TBA	921185	A00	 	9999	AC	
SOMC 223	Staff	0	2017-12-18	9999	 	TBA	0	SE	TBA	0	0	 	                              	0	2017-08-14	N	0	 	TBA	921186	A01	 	9999	NC	
SOMC 223	Staff	0	2017-12-18	9999	 	TBA	0	LA	TBA	0	0	 	                              	0	2017-08-14	N	0	 	TBA	921187	A50	 	9999	NC	
SOMC 224A	Goldberg, Charles G.	0	2017-12-18	9862	 	TBA	0	LE	TBA	0	0	Y	                              	0	2017-08-14	N	137	 	TBA	921188	A00	 	9999	AC	
SOMC 224A	Staff	0	2017-12-18	9999	 	TBA	0	SE	TBA	0	0	 	                              	0	2017-08-14	N	0	 	TBA	921189	A01	 	9999	NC	
SOMC 224A	Staff	0	2017-12-18	9999	 	TBA	0	CL	TBA	0	0	 	                              	0	2017-08-14	N	0	 	TBA	921190	A50	 	9999	NC	
SOMC 231	Pilz, Renate Brigitte	0	2017-12-18	9869	 	TBA	0	LE	TBA	0	0	Y	                              	0	2017-08-14	N	130	 	TBA	921191	A00	 	9999	AC	
SOMC 231	Staff	0	2017-12-18	9999	 	TBA	0	SE	TBA	0	0	 	                              	0	2017-08-14	N	0	 	TBA	921192	A01	 	9999	NC	
SOMC 231	Staff	0	2017-12-18	9999	 	TBA	0	LA	TBA	0	0	 	                              	0	2017-08-14	N	0	 	TBA	921193	A50	 	9999	NC	
SOMC 232	Whitehead, Mark C.	0	2017-12-18	9869	 	TBA	0	LE	TBA	0	0	Y	                              	0	2017-08-14	N	130	 	TBA	921194	A00	 	9999	AC	
SOMC 232	Staff	0	2017-12-18	9999	 	TBA	0	LA	TBA	0	0	 	                              	0	2017-08-14	N	0	 	TBA	921195	A01	 	9999	NC	
SOMC 233	Eckmann, Lars	0	2017-12-18	9869	 	TBA	0	LE	TBA	0	0	Y	                              	0	2017-08-14	N	130	 	TBA	921196	A00	 	9999	AC	
SOMC 233	Staff	0	2017-12-18	9999	 	TBA	0	SE	TBA	0	0	 	                              	0	2017-08-14	N	0	 	TBA	921197	A01	 	9999	NC	
SOMC 233	Staff	0	2017-12-18	9999	 	TBA	0	LA	TBA	0	0	 	                              	0	2017-08-14	N	0	 	TBA	921198	A50	 	9999	NC	
SOMC 234	Kingston, Jessica	0	2017-12-18	9869	 	TBA	0	LE	TBA	0	0	Y	                              	0	2017-08-14	N	130	 	TBA	921199	A00	 	9999	AC	
SOMC 234	Staff	0	2017-12-18	9999	 	TBA	0	SE	TBA	0	0	 	                              	0	2017-08-14	N	0	 	TBA	921200	A01	 	9999	NC	
SOMC 234	Staff	0	2017-12-18	9999	 	TBA	0	LA	TBA	0	0	 	                              	0	2017-08-14	N	0	 	TBA	921201	A50	 	9999	NC	
SOMC 235	Penny, William F.	0	2017-12-18	9869	 	TBA	0	LE	TBA	0	0	Y	                              	0	2017-08-14	N	130	 	TBA	921202	A00	 	9999	AC	
SOMC 235	Staff	0	2017-12-18	9999	 	TBA	0	SE	TBA	0	0	 	                              	0	2017-08-14	N	0	 	TBA	921203	A01	 	9999	NC	
SOMC 235	Staff	0	2017-12-18	9999	 	TBA	0	LA	TBA	0	0	 	                              	0	2017-08-14	N	0	 	TBA	921204	A50	 	9999	NC	
SOMC 236A	Gupta, Roopali	0	2017-12-18	9868	 	TBA	0	LE	TBA	0	0	Y	                              	0	2017-08-14	N	131	 	TBA	921205	A00	 	9999	AC	
SOMC 236A	Staff	0	2017-12-18	9999	 	TBA	0	SE	TBA	0	0	 	                              	0	2017-08-14	N	0	 	TBA	921206	A01	 	9999	NC	
SOMC 236A	Staff	0	2017-12-18	9999	 	TBA	0	CL	TBA	0	0	 	                              	0	2017-08-14	N	0	 	TBA	921207	A50	 	9999	NC	
SOMC 243	Garfein, Richard	0	2017-12-18	9869	 	TBA	0	LE	TBA	0	0	Y	                              	0	2017-08-14	N	130	 	TBA	921208	A00	 	9999	AC	
SOMC 243	Staff	0	2017-12-18	9999	 	TBA	0	SE	TBA	0	0	 	                              	0	2017-08-14	N	0	 	TBA	921209	A01	 	9999	NC	
SOMC 401B	Ramsdell, Joe W.	0	2017-12-18	9947	 	TBA	0	CL	TBA	0	0	Y	                              	0	2017-08-14	N	52	 	TBA	919785	A00	 	9999	AC	
SOMC 402B	Ramsdell, Joe W.	0	2017-12-18	9930	 	TBA	0	CL	TBA	0	0	Y	                              	0	2017-08-14	N	69	 	TBA	919786	A00	 	9999	AC	
SOMI 223	Willies, Lindia Janina	17	2017-12-18	29	4	MET  	0	LE	  	0	19	Y	                              	0	2017-08-14	N	1	2017-08-14	204  	921210	A00	 	30	AC	
SOMI 226	Kalichman, Michael W	13	2017-12-08	0	4	     	0	LE	  	1	13	Y	                              	50	2017-09-28	Y	6	2017-09-28	     	921632	A00	 	6	AC	
SOMI 226	Staff	14	2017-12-08	9999	4	     	0	SE	  	0	14	 	                              	50	2017-09-28	N	0	2017-09-28	     	921633	A01	 	9999	NC	
SOMI 230	Willies, Lindia Janina	0	2017-12-18	149	 	TBA	0	PR	TBA	0	0	Y	                              	0	2017-08-14	N	1	 	TBA	921212	A01	 	150	AC	
SOMI 230	Willies, Lindia Janina	0	2017-12-18	150	 	TBA	0	SE	TBA	0	0	Y	                              	0	2017-08-14	N	0	 	TBA	921211	A00	 	150	NC	
SOMI 233	Willies, Lindia Janina	15	2017-12-18	40	4	MET  	0	SE	  	0	17	Y	                              	0	2017-08-14	N	0	2017-08-14	313  	921213	A00	 	40	AC	
SOMI 235	Willies, Lindia Janina	13	2017-12-18	40	2	MET  	0	CL	  	0	15	Y	                              	0	2017-08-14	N	0	2017-08-14	313  	921214	A00	 	40	AC	
SOMI 421	Edmonds, Kyle P	0	2017-12-18	9997	 	TBA	0	CL	TBA	0	0	Y	                              	0	2017-08-14	N	2	 	TBA	919787	A00	 	9999	AC	
SPPS 200A	Colbert, James	0	2017-12-18	9941	 	TBA	0	CL	TBA	0	0	Y	                              	0	2017-08-14	N	58	 	TBA	912924	A00	 	9999	AC	
SPPS 200B	Colbert, James	0	2017-12-18	9941	 	TBA	0	CL	TBA	0	0	Y	                              	0	2017-08-14	N	58	 	TBA	912925	A00	 	9999	AC	
SPPS 200C	Colbert, James	0	2017-12-18	9999	 	TBA	0	CL	TBA	0	0	Y	                              	0	2017-08-14	N	0	 	TBA	912926	A00	 	9999	AC	
SPPS 201	Namba, Jennifer Mariko	0	2017-12-18	9933	 	TBA	0	LE	TBA	0	0	Y	                              	0	2017-08-14	N	66	 	TBA	912817	A00	 	9999	AC	
SPPS 201	Staff	0	2017-12-18	9999	 	TBA	0	DI	TBA	0	0	 	                              	0	2017-08-14	N	0	 	TBA	912818	A01	 	9999	NC	
SPPS 202A	Staff	0	2017-12-18	9933	 	TBA	0	SE	TBA	0	0	 	                              	0	2017-08-14	N	66	 	TBA	918570	A00	 	9999	AC	
SPPS 204	Jones, John	0	2017-12-18	9933	 	TBA	0	LE	TBA	0	0	Y	                              	0	2017-08-14	N	66	 	TBA	912819	A00	 	9999	AC	
SPPS 206	Hollenbach, Kathryn A	0	2017-12-18	9933	 	TBA	0	LE	TBA	0	0	Y	                              	0	2017-08-14	N	66	 	TBA	912820	A00	 	9999	AC	
SPPS 212A	Tsunoda, Shirley M.	0	2017-12-18	9938	 	TBA	0	LE	TBA	0	0	Y	                              	0	2017-08-14	N	61	 	TBA	912927	A00	 	9999	AC	
SPPS 212A	Staff	0	2017-12-18	9999	 	TBA	0	DI	TBA	0	0	 	                              	0	2017-08-14	N	0	 	TBA	912928	A01	 	9999	NC	
SPPS 215	Hansen, Lawrence A	0	2017-12-18	9938	 	TBA	0	LE	TBA	0	0	Y	                              	0	2017-08-14	N	61	 	TBA	912821	A00	 	9999	AC	
SPPS 218A	Gerwick, William Henry	0	2017-12-18	9937	 	TBA	0	LE	TBA	0	0	Y	                              	0	2017-08-14	N	62	 	TBA	912929	A00	 	9999	AC	
SPPS 221	Siegel, Dionicio R.	0	2017-12-18	9933	 	TBA	0	LE	TBA	0	0	Y	                              	0	2017-08-14	N	66	 	TBA	912822	A00	 	9999	AC	
SPPS 221	Staff	0	2017-12-18	9999	 	TBA	0	LA	TBA	0	0	 	                              	0	2017-08-14	N	0	 	TBA	912823	A01	 	9999	NC	
SPPS 224	Dugan Best, Brookie Manning	0	2017-12-18	9932	 	TBA	0	LE	TBA	0	0	Y	                              	0	2017-08-14	N	67	 	TBA	912824	A00	 	9999	AC	
SPPS 224	Staff	0	2017-12-18	9999	 	TBA	0	DI	TBA	0	0	 	                              	0	2017-08-14	N	0	 	TBA	912825	A01	 	9999	NC	
SPPS 230	Holm, Connie	0	2017-12-18	9943	 	TBA	0	LE	TBA	0	0	Y	                              	0	2017-09-05	N	56	 	TBA	912826	A00	 	9999	AC	
SPPS 230	Staff	0	2017-12-18	9999	 	TBA	0	SE	TBA	0	0	 	                              	0	2017-08-14	N	0	 	TBA	912827	A01	 	9999	NC	
SPPS 231	Laiken, Nora D.	0	2017-12-18	9943	 	TBA	0	LE	TBA	0	0	Y	                              	0	2017-09-05	N	56	 	TBA	912828	A00	 	9999	AC	
SPPS 231	Staff	0	2017-12-18	9999	 	TBA	0	SE	TBA	0	0	 	                              	0	2017-08-14	N	0	 	TBA	912829	A01	 	9999	NC	
SPPS 232	Powell, Frank L	0	2017-12-18	9943	 	TBA	0	LE	TBA	0	0	Y	                              	0	2017-09-05	N	56	 	TBA	912830	A00	 	9999	AC	
